name,recipe,category,images
Dirty Strawberry Frappuccino,Strawberries and creme Frappuccino made with whole milk. Include Creme base syrup.. Add vanilla bean powder. Add java chips. Add white mocha syrup and classic syrup. Add an espresso shot. Blend well with extra ice and top with whip.  mocha drizzle on top and in cup with cinnamon dolce sprinkles. ,Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/02/dirty-strawberry-frappuccino.jpg
Raspberry Chocolate Dream Frappuccino,"Vanilla Bean Frappuccino. Add rasbperry syrup (2 pumps tall, 3 grande, 4 venti). Add white mocha sauce (2 pumps tall, 3 grande, 4 venti). Add cinnamon dolce syrup (1 pump tall, 1.5 grande, 2 venti). Add java chips. Top with mocha drizzle and half a pump of raspberry. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/raspberry-chocolate-dream-frappuccino.jpg
Valentine’s Day Frappuccino,"Double Chocolate Chip Frappuccino. Made with white mocha instead of regular mocha. Add raspberry syrup (2 pumps tall, 3 grande, 4 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/valentines-day-frappuccino.jpg
The Pink Starburst Frappuccino,"Lemonade to the bottom line. Add creme base (2 pumps tall, 3 pumps grande, 4 pumps venti). Add Raspberry Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti). Add Vanilla Syrup (3 pumps tall, 3.5 pumps grande, 4 pumps venti). Add ice and blend with whipped cream. Top with additional whip and enjoy!. ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/the-pink-starburst.jpg
Candy Cane Frappuccino,"Vanilla Bean Frappuccino. Add peppermint syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/candy-cane-frappuccino1.jpg
Honeycomb Frappuccino,"Creme base White Mocha Frappuccino. Add honey packets (1 tall, 2 grande, 3 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/the-honeycomb-frappuccino.jpg
Strawberry Shortcake Frappuccino,"Strawberry Juice to the first line of the cup. Milk to the next line. Vanilla Bean Powder (2 scoops tall, 3 grande, 4 venti). White mocha syrup (3 pumps tall, 4 grande, 5 venti). Toffee Nut Syrup (1 pump tall, 2 grande, 3 venti). Creme base, ice and whipped cream blended in!. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/01/strawberry-shortcake-frappuccino.jpg
The (Dirty) Valentine Frappuccino,Vanilla Bean Frappuccino. Add Strawberry Sauce/Puree. Add java chips. Top with whipped cream and mocha drizzle. Cafe Vanilla Frappuccino. Add Strawberry Sauce/Puree. Add java chips. Top with whipped cream and mocha drizzle. ,Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/02/the-dirty-valentine-frappuccino.jpg
Christmas Cookie Frappuccino,"Start with a creme base Frappuccino. Add Peppermint Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add Toffee Nut Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Top with whipped cream and a raw sugar packet sprinkled on top. Optional: Top with caramel drizzle. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/christmas-cookie-frappuccino.jpg
White Chocolate Gingerbread Frappuccino,"Coffee based Gingerbread Frappuccino. Add white mocha sauce (1 pump tall, 1.5 grande, 2 venti). Top with spiced whip, molasses and mocha drizzle. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/11/white-chocolate-gingerbread-frappuccino.jpg
Starbucks Franken Frappuccino,Green Tea Frappuccino with. Add peppermint syrup. Add white chocolate sauce. Add java chips. Top whipped cream and mocha drizzle. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/10/franken-frappuccino.jpg
Cotton Candy Frappuccino,"Vanilla Bean Frappuccino. Add Raspberry Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/starbucks-cotton-candy-frappuccino.jpg
Year Round Eggnog Latte,"Chai Latte. Add caramel syrup (1 pump tall, 2 grande, 3 venti). Iced Chai Latte. Add caramel syrup (2 pumps tall, 3 grande, 4 venti). Chai Frappuccino. Add caramel syrup (2 pumps tall, 3 grande, 4 venti). Top with whipped cream and cinnamon dolce sprinkles. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/11/starbucks-secret-year-round-egg-nog-latte.jpg
Christmas Taste Frappuccino,"Start with a Vanilla Bean Frappuccino or Green Tea Frappuccino. Add peppermint syrup (1.5 pumps tall, 2 pumps grande, 2.5 pumps venti). Add raspberry syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti).  Blend in a bit of caramel drizzle. Top with whipped cream and cookie crumble. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/12/christmas-taste-frappuccino1.jpg
Gingerbread Nog Frappuccino,"Eggnog Frappuccino without coffee. Made with eggnog instead of milk. Add gingerbread syrup (1 pump tall, 2 grande, 3 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/12/gingerbread-nog-frappuccino.jpg
White Christmas Frappuccino,"Vanilla Bean Frappuccino. Add white mocha syrup (1 pump tall, 2 grande, 3 venti). Add peppermint syrup (1 pump tall, 2 grande, 3 venti). Top with whipped cream and peppermint mocha curls. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/12/white-christmas-frappuccino.jpg
Wing Nut Frappuccino,Creme base Frappuccino (also goes well with coffee base). Add 2 pumps of peppermint syrup. Add 2 pumps of toffee nut syrup. Add 2 pumps of cinnamon dolce syrup. 1/2 sample cup of caramel sauce. 3 shakes of sea salt topping (easy on the shakes so it doesn’t get too salty). Blend with a little extra ice. Top with whipped cream and cinnamon dolce sprinkles. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/12/wing-nut-frappuccino.jpg
Mudslide Cookie Frappuccino,"Mocha Frappuccino. Add chestnut praline syrup (1 pump tall, 2 grande, 3 venti).  Add java chips. Top with mocha syrup. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/11/mudslide-cookie-frappuccino.jpg
Nesquick Frappuccino,"Vanilla Bean Frappuccino. Add mocha syrup (1 pump tall, 2 for grande or venti). Add hazelnut syrup (1 pump tall, 2 for grande or venti). ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/08/nesquick-frappuccino.jpg
Pumpkin Pie Frappuccino,"Creme based Pumpkin Spice Frappuccino. Add Cinnamon Dolce Syrup (1 pump for a tall, 2 for grande, 3 for venti). Add Cinnamon Dolce Sprinkles. Whipped cream blended in. Top with more whipped cream and Cinnamon Dolce Sprinkles!. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/pumpkin-pie-frappuccino1.jpg
Fruity Pebbles Frappuccino,"Start with a Strawberries and Creme Frappuccino. Add Vanilla Syrup (2 pumps tall, 2.5 pumps grande, 3 pumps venti). Add Raspberry Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti). Add Classic Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti).  Have the Barista throw in a bit of orange mango juice as well for extra fruit flavour. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/01/fruity-pebbles-frappuccino2.jpg
Cinnamon Roll Frappuccino,"Vanilla Bean Frappuccino. Add white mocha syrup (1 pump for a tall, 2 for grande, 3 for venti). Add cinnamon dolce syrup (1 pump for a tall, 2 for grande, 3 for venti). Top with cinnamon dolce powder. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/10/cinnamon-roll-frappuccino.jpg
OMG Brownie! Frappuccino,Coffee based Frappuccino. Blend in a Double Chocolate Chunk Brownie. Add 1.5 pumps of white mocha syrup. Add 1.5 pumps of toffee nut syrup. Top with whip (regular or chocolate) and cookie crumble. ,Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/08/omg-brownie-frappuccino.jpg
Mix and Match Frappuccino,"Half Vanilla Bean, Half Double Chocolate Chip Frappuccino. Add Caramel Syrup (1 pump for tall, 2 pumps for grande, 3 pumps for venti). Line the cup with caramel. Top with whipped cream and caramel and chocolate drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/mix-and-match-frappuccino1.jpg
Strawberry Cheesecake Frappuccino,"Strawberries and milk to the bottom line. Add creme base (2 pumps tall, 3 grande, 4 venti). Add vanilla bean powder (1 scoop tall, 2 grande, 3 venti). Add white mocha syrup (2 pumps tall, 3 grande, 4 venti). Add cinnamon dolce syrup (1 pump tall, 2 grande, 3 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/08/strawberry-cheesecake-frappuccino.jpg
Perfect Pumpkin Frappuccino,"Pumpkin Spice Frappuccino. Add vanilla bean powder (2 scoops tall, 3 grande, 4 venti).  Caramel drizzle around the inside of the cup. Top with whipped cream, pumpkin spice topping and more caramel drizzle. ",Pumpkin Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/09/perfect-pumpkin-frappuccino.jpg
Fall Mashup Frappuccino," Vanilla Bean Frappuccino. Add pumpkin spice sauce (1 pump tall and grande, 2 pumps venti). Add toffee nut syrup (½ pump tall, 1 grande, 1.5 venti). Top with whip, caramel drizzle, mocha syrup and sea salt. ",Pumpkin Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/09/The-Fall-Mashup-Frappuccino.jpg
Ferrero Rocher Frappuccino,"Double Chocolate Chip Frappuccino or Java Chip Frappuccino if preferred. Add Mocha Syrup (2 pumps for a tall, 3 for a grande, 3.5 for a venti). Add Hazelnut Syrup ( 1 pump for a tall, 1.5 for a grande, 2 for a venti). Add Hazelnut drizzle. Top with whipped cream. Add nutmeg powder. Add mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/ferrero-rocher-frappuccino1.jpg
Cookie Dough Frappuccino,"Cinnamon Dolce Creme Frappuccino. Add mocha syrup (1 pump tall, 2 pumps grande, 3 pumps venti). Java chips blended in. Top with cookie crumble and chocolate whip. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/03/cook-dough-frappuccino.jpg
Kit Kat Frappuccino,"Vanilla Bean Frappuccino. Mocha Drizzle on the inside of the cup. Java chips blended in. Top with whipped cream, mocha sauce and cookie crumbles. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/06/kit-kat-frappuccino1.jpeg
Chocolate Cream Frappuccino,"Mocha Sauce (3 pumps tall, 4 pumps grande, 6 pumps venti). Whole Milk. Ice. Top with whipped cream and mocha drizzle if desired. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/chocolate-cream-frappuccino2.jpg
Honey Nut Cheerios Frappuccino,"Add honey packets (1 for tall, 2 grande, 3 venti). Add java chips. Top with whipped cream, honey drizzle and caramel ribbon crunch topping. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/06/honey-nut-cheerios-frappuccino.jpg
White Chocolate Macadamia Nut Frappuccino,"White Mocha Frappuccino. Add Toffee Nut Syrup (2 pumps tall, 3 grande, 4 venti). Add Java Chips.  Top with caramel drizzle for extra sweetness. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/05/white-chocolate-macadamia-nut-frappuccino.jpg
Razzle Dazzle Frappuccino,"Start with a White Chocolate Creme Frappuccino. Add raspberry syrup (1 pump tall, 1.5 grande, 2 venti). Add dried blackberries (1 scoop tall, 2 grande and venti). Top with whipped cream and java chips or chocolate curls. ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/06/razzle-dazzle-frappuccino.jpg
Peppermint Pattie Frappuccino,"Start with a Vanilla Bean Frappuccino. Add java chips. Add peppermint syrup (1.5 pumps tall, 2.5 grande, 3.5 venti). Lightly coat the sides of the cup with mocha drizzle. Top with whip and more mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/06/peppermint-pattie-frappuccino.jpg
Green Dream Frappuccino,"Start with orange mango juice to the bottom line. Add matcha green tea powder (2 scoops tall, 3 grande, 4 venti). Add protein (1 scoop tall, 1.5 grande, 2 venti).  Add sweetener if desired. Add ice and lightly blend. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/07/starbucks-green-dream-frappuccino.jpg
Almond Roca Frappuccino,"Start with a Vanilla Bean Frappuccino. Add toffee nut syrup ( 2 pumps tall, 3 grande, 4 venti). Caramel walls on the cup. Top with whipped cream and mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/06/almond-roca-frappuccino.jpg
Red Tuxedo/Red Velvet Frappuccino,"Half White Mocha/Half regular Mocha Frappuccino. Add raspberry syrup (1 pump tall, 2 grande, 3 venti). Blend and top with whipped cream!. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/red-tuxedo-red-velvet-frappuccino.jpg
Butterbeer Frappuccino, Line cup with caramel drizzle. Ask for a Creme Frappuccino base. Don’t skimp on the fat by asking for skim or 2% milk as whole milk is required for the right consistency. Add 3 pumps of caramel syrup. Add 3 pumps of toffee nut syrup. Top with caramel drizzle. ,Crème Based Frappuccinos,"https://starbuckssecretmenu.net/wp-content/uploads/2012/12/butterbeer-frappuccino-262x350.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2014/04/Butterbeer-Frappuccino-Starbucks.jpg"
S’mores Frappuccino,Java Chip Frappuccino (or double chocolate chip if preferred). 1 pump of Cinnamon Dolce syrup. 1 pump of Toffee Nut syrup. Whipped cream blended in. Top with whipped cream and Cinnamon Dolce sprinkles. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/starbucks-smores-frappuccino.jpg
Caramel Cookie Bar Frappuccino,"Caramel Frappuccino. Add hazelnut syrup (1 pump for a tall, 1.5 pumps for grande, 2 pumps for venti). Add java chips. Whip cream blended in. Coat the cup with caramel sauce. Top with mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/twix-frappuccino1-466x350.jpg
Lemonades Cookie Frappuccino,"Lemonade to the first line. Milk to second line. Add White Mocha Syrup (2 pumps for tall, 3 grande, 4 venti). Add Hazelnut Syrup (1 pump tall and grande, 2 venti). Add Cream base (no coffee). Top with whipped cream and if desired, put vanilla drizzle on top. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/03/lemonade-cookie-frappuccino.jpg
Green Safari Frappuccino,"Green Tea Frappuccino. Add Hazelnut syrup (1.5 tall, 3 grande, 4 venti ). Add Caramel syrup (1 tall, 1.5 grande, 2 venti). Add Java chips. optional : Top with whip cream and caramel drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/green-safari-frappuccino.png
Peppermint Chocolate Chip Frappuccino,"Vanilla Bean Frappuccino. Add peppermint syrup (1 pump tall, 1.5 grande, 2 venti). Add Java Chips (3 scoops tall, 4 grande, 5 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/peppermint-chocolate-chip-frappuccino1.jpg
Chocolate Covered Raspberry Frappuccino,"Vanilla bean Frappuccino (creme based). Add java chips. Add raspberry syrup (2 pumps tall, 3 pumps grande and venti). Line the inside of the cup with mocha sauce. Top with raspberry whip and mocha drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/02/chocolate-covered-raspberry-frappuccino.jpg
Caramel Mocha Chip Frappuccino,"Double Chocolate Chip Frappuccino. Add bittersweet mocha sauce (1 pump tall, 2 pumps grande, 3 pumps venti). Line the cup with caramel drizzle. Top with Chocolate whipped cream, Caramel drizzle and Cookie crumbs. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/02/caramel-mocha-chip-frappuccino.jpg
Horchata Frappuccino,"Tazo Chai Creme Frappuccino. Add Vanilla Syrup (1/2 pump tall, 1 grande, 1.5 venti). Add Cinnamon Dolce Syrup (1 pump tall, 2 grande, 3  venti). Add Chai Syrup (2 pump tall, 3 grande, 4 venti). Cinnamon dusted on top. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/horchata-frappuccino2.jpg
Chocolate Power Shake Frappuccino,Start with a Venti Java Chip Frappucino. Made with soy milk. Add 1 banana. Add 1 scoop of whey protein powder. No whip. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/02/chocolate-power-shake-frappuccino.jpg
Snow Cream Frappuccino,Vanilla Bean Frappuccino. Made with Vanilla Syrup instead of Vanilla Bean Powder. : Add a splash of lemonade for extra fun. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/02/snow-cream-frappuccino.jpg
The Pink Rocket,"Fill to the first line with lemonade. Fill to the second line with lime refresher. Add classic syrup (2 pumps tall, 3 pumps grande, 4 pumps venti). Add creme base (2 pumps tall, 3 pumps grande, 4 pumps venti). Add raspberry syrup (½ pump tall, 1 pump grande, 1.5 pumps venti). Light ice, and double blend!. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/01/the-pink-rocket.jpg
Cadbury Egg Frappuccino,"Java Chip Frappuccino. Add Frappuccino Roast (1 pump tall, 2 grande, 3 venti). Add Vanilla syrup (1 pump for a tall, 1.5 pumps for a grande, 2 pumps for a venti). Add Caramel syrup (1/2 pump for a tall and grande, 1 pump for a venti). Add vanilla bean powder (2 scoops for a tall, 3 scoops for a grande and 4 scoops for a venti). ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/cadbury-egg-frappuccino1.jpg
Tiramisu Frappuccino,"Start with a Coffee Frappuccino. Add ½ pump hazelnut syrup. Add ½ pump toffeenut syrup. Add 1 pump caramel flan syrup (or 1 caramel, 1 vanilla). Add 1 pump mocha syrup. Add 1 espresso shot affogato. Top with caramel whipped cream, caramel flan sauce, and mocha drizzle. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/01/tiramisu-frappuccino.jpg
Strawberry Cookie Crumble Frappuccino,"Strawberries and Creme Frappuccino. Add extra strawberry juice. Add java chips. Top with chocolate whipped cream, mocha drizzle and cookie crumble topping. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/strawberry-cookie-crumble-frappuccino.jpg
Cake Batter Frappuccino/Birthday Cake Frappuccino,"Vanilla Bean Frappuccino. Add Hazelnut Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Blend a Birthday Cake Pop into a Vanilla Bean Frappuccino for a Birthday Cake Frappuccino!. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/cake-batter-frappuccino1.jpg
Taste of October Frappuccino,"Pumpkin Spice Frappuccino. Add Cinnamon Dolce Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add Hazelnut Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Whipped Cream blended in. Top with additional whipped cream and caramel drizzle. ",Pumpkin Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/10/taste-of-october-frappuccino.jpg
Willy Wonka Frappuccino,"Start with a Double Chocolate Chip Frappuccino. Add extra java chips. Add extra mocha syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add hazelnut syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Top with regular or chocolate whipped cream and mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/10/willy-wonka-frappuccino.jpg
Red Candy Apple Frappuccino,"Start with apple juice to the bottom line of the cup. Add Raspberry Syrup (1.5 tall, 2 grande, 2.5 venti). Add Classic Syrup (2 tall, 3 grande, 4 venti). Add scoop of ice and blend. Top with a little whip and a pump of caramel drizzle. ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/10/red-candy-apple-frappuccino.jpg
Captain Crunch aka Cap’n Crunch Frappuccino,"Strawberries and Creme Frappuccino. Add caramel syrup (1/2 pump for a tall, 1 pump for grande, 1.5 pumps for venti). Add toffee syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add hazelnut syrup (1/2 pump for a tall, 1 pump for grande, 1.5 pumps for venti). Optional: Add java chips if you want some crunch. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/captain-crunch-frappuccino-318x350.jpg
Neapolitan Frappuccino,"Strawberries and Cream Frappuccino. Add a scoop of vanilla bean powder (1.5 scoops for a venti). Add mocha syrup (1 pump for a tall, 2 pump for a grande, 3 for venti). Top with chocolate drizzle and chocolate whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/10/neopolitan-frappuccino-262x350.jpg
Barbie Pink Frappuccino,"Milk to first line and into the pitcher. Add 2 pumps of Toffee Nut syrup (1.5 pumps of syrup for Tall, and 2.5 for Venti). Add 2 pumps Raspberry syrup (1.5 pumps of syrup for Tall, and 2.5 for Venti). Ice. Add 3 pumps of Creme base (Use the standard for Creme base if changing sizes). Blend!. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/barbie-pink-frappuccino1.jpg
Pistachio Ice Cream Frappuccino,"Green Tea Frappuccino. No classic syrup. Add Hazelnut syrup (1 pump tall, 2 pumps grande, 3 for venti). Add Toffee Nut syrup (1 pump tall, 2 pumps grande, 3 for venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/pistachio-ice-cream-frappuccino1.jpg
Virgin Margarita Frappuccino,Pour cool lime to the first line.. Lemonade to the second line. Grande scoop of ice. 2 pumps of classic syrup.. 3 pumps of the Frappuccino creme base.. Blend. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/virgin-margarita-frappuccino.jpg
Vanilla Rooibos Frappuccino,"Vanilla Frappuccino. Add caramel syrup (2 pumps for a tall, 3 pumps for a grande, 4 pumps for a venti). Blend in berries. Caramel drizzle around the cup. Top with whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/vanilla-rooibos-frappuccino1.jpg
Chocolate Chip Brownie Frappuccino,Start with a Vanilla Bean Frappuccino. Add Java Chips. Add Mocha Syrup. Top with Whipped Cream and chocolate drizzle. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/chocolate-chip-brownie-frappuccino1.jpg
Peach Cobbler Frappuccino,"Vanilla Bean Frappuccino. 2 pumps of peach syrup (3 for a grande, 4 for venti). 1 pump of cinnamon dolce syrup (1.5 for grande, 2 for venti). Blend in whipped cream. Top with more whip and cinnamon dolce topping. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/peach-cobbler-frappuccino1.jpg
Caramel Nut Crunch Frappuccino,"Vanilla Bean Frappuccino. Add Caramel Syrup (1 pump for tall, 2 pumps for grande, 3 for venti). Add Toffee nut syrup (1 pump for tall, 2 pumps for grande, 3 for venti). Add Crunch bits use in the Caramel Ribbon Crunch Frappuccino to the bottom of the cup before adding blended beverage in. Top with whipped cream, caramel drizzle and more crunch bits. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/caramel-nut-crunch-frappuccino1.jpg
Nutter Butter Frappuccino,"Hazelnut Frappucino. Add toffee nut syrup (2 pumps grande, 3 venti). Add cinnamon dolce syrup (2 pumps grande, 3 venti). Blend in a whole banana. Top with whipped cream. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/nutter-butter-frappuccino1.jpg
Butterscotch Frappuccino,"Creme Base. Add Pumpkin Spice Sauce (1 for tall, 2 grande, 3 for venti).  .  .  .  . Top with whipped cream and caramel drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/butterscotch-frappuccino2.jpg
Lemon Cake Frappuccino,"Half lemonade, half whole milk to the first line. (For die-hard lemon lovers, ask for more lemonade than milk.). Scoop of vanilla bean powder (1 for tall and grande, 2 for venti). Add creme base. Add white mocha syrup (2 pumps tall, 3 pumps grande, 4 pumps venti). Blend in a Lemon Cake Pop. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/12/lemon-cake-frappuccino.jpg
Caramel Apple Spice Frappuccino,"Fill to the first line with whole milk. Fill to the second line with apple juice. Add Cinnamon Dolce syrup (2 tall, 3 grande, 4 venti). Top with whipped cream and caramel sauce. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/10/caramel-apple-spice-frappuccino.jpg
Coffee Cake Frappuccino,"Start with a Coffee Frappuccino. Add Cinnamon Dolce Syrup (1 pump tall, 2 pumps grande, 3 pumps venti). Add Toffee Nut Syrup (1 pump tall, 2 pumps grande, 3 pumps venti).  Add Vanilla Syrup (1/2 pump tall and grande, 1 pump venti). Top with whipped cream and cinnamon dolce topping. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/coffee-cake-frappuccino.jpg
Fall in a Cup Latte or Frappuccino,"Pumpkin Spice Latte. Add Caramel syrup (1.5 pumps for tall, 2 pumps for grande, 2.5 pumps for venti, 3 pumps for a cold venti). Add Chai Syrup ( 1 pump for tall, 1.5 pumps for grande, 2 pumps for venti, 2.5 for cold venti). Top with whipped cream, pumpkin powder and caramel drizzle. Pumpkin Spice Frappuccino. Add Caramel Syrup (1.5 pumps for tall, 2 pumps grande, 3 pumps venti). Add Chai Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Top with whipped cream, pumpkin powder and caramel drizzle. ",Pumpkin Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/fall-in-a-cup1.jpg
Bananas Foster Frappuccino,"Vanilla Bean Frappuccino. Add a banana. Add caramel syrup (2 pumps for grande, 3 for venti). Line the cup with caramel drizzle. Top with whip and caramel drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/12/bananas-foster-frappuccino1.jpg
Banana Chocolate Chip Frappuccino,"Vanilla Bean Frappuccino. Whole Banana blended in. Add java chips (1 scoop for a tall, 2 for grande, 3 for venti). Top with chocolate or regular whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/banana-chocolate-chip-frappuccino1.jpg
Skinny Mint,"Green Tea Frappuccino with soy. Sweetened with splenda. Add peppermint syrup (1 pump for a tall, 1.5 for a grande, 2 pumps for a venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/skinny-mint-frappuccino.jpg
Peaches and Cream Frappuccino,"Vanilla Bean Frappuccino. Add peach syrup (1 pump for a tall, 2 for a grande, 3 for a venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/peaches-and-cream-frappuccino.jpg
Butter Pecan Ice Cream Frappuccino,"Have heavy whipping cream blended in instead of whole milk. Add hazelnut syrup (1 pump for a tall, 2 for a grande, 3 for a venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/butter-pecan-ice-cream-frappuccino1.jpg
